Integration status: True
Initialized urlfixer
id ,title                                                                                   ,authors                     ,publisher                   ,tags                        ,isbn         ,*cdd            ,*cdd_class                 ,
19 ,O Eleito                                                                                ,Thomas Mann                 ,Companhia das Letras        ,Classics, libib             ,9788535931709,833             ,substring: unknown function
20 ,Queimando na Água, Afogando-se na Chama - Coleção L&PM Pocket                           ,Charles Bukowski            ,L&PM                        ,Classics, libib, Poetry     ,9788525434012,811             ,substring: unknown function
21 ,Bilhões e Bilhões: Reflexões Sobre a Vida e a Morte na Virada do Milênio                ,Carl Sagan & Ann Druyan     ,Companhia das Letras        ,libib, Philosophy, Politics,,9788535911947,500             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science, History            ,             ,                ,
22 ,Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship! (Light Novel)   ,Ryuto                       ,Airship (Seven Seas)        ,Adventure, Manga, libib,    ,9798898633271,None            ,substring: unknown function
   ,Vol. 14                                                                                 ,                            ,                            ,Science Fiction, Science    ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fiction & Fantasy, Comics   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Graphic Novels & Manga      ,             ,                ,
23 ,O Mundo de Sofia                                                                        ,Jostein Gaarder             ,Companhia das Letras        ,Mystery, libib, Classics,   ,9788535921892,839.823         ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Young Adult,    ,             ,                ,
   ,                                                                                        ,                            ,                            ,Contemporary, Fantasy       ,             ,                ,
24 ,Ensaio sobre a lucidez                                                                  ,José Saramago               ,Companhia das Letras        ,Classics, Politics, libib,  ,9788535930351,869.3           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction             ,             ,                ,
25 ,Beren e Lúthien                                                                         ,J. R. R. Tolkien            ,HarperCollins               ,Adventure, Poetry, libib,   ,9788595083660,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Classics, Romance, Fantasy  ,             ,                ,
26 ,Os filhos de Húrin                                                                      ,J. R. R. Tolkien            ,HarperCollins               ,Adventure, libib, Science   ,9788595085695,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Fantasy  ,             ,                ,
27 ,A Queda de Gondolin                                                                     ,J. R. R. Tolkien            ,HarperCollins Brasil        ,Adventure, libib, Classics, ,9788595083653,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Adult, Fantasy              ,             ,                ,
28 ,A Queda de Númenor: e outros contos da Segunda Era da Terra-média                       ,J. R. R. Tolkien            ,HarperCollins Brasil        ,libib, Science Fiction,     ,9786555113983,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Classics, Adult, Fantasy    ,             ,                ,
29 ,O Silmarillion                                                                          ,J. R. R. Tolkien            ,HarperCollins               ,Adventure, libib, Science   ,9788595084377,823             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Fantasy  ,             ,                ,
30 ,Prisioneiras                                                                            ,Drauzio Varella             ,Companhia das Letras        ,Non-Fiction, libib          ,9788535929041,356.66          ,substring: unknown function
31 ,As Rãs                                                                                  ,Mo Yan                      ,Companhia das Letras        ,Contemporary, Historical,   ,9788535926347,895.13          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,libib                       ,             ,                ,
32 ,Maus: A História de um Sobrevivente                                                     ,Art Spiegelman              ,Quadrinhos na Cia.          ,Biography, War, libib,      ,9788535906288,741.5973        ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Classics, Comics, History   ,             ,                ,
33 ,Rápido e Devagar: Duas Formas de Pensar                                                 ,Daniel Kahneman             ,Objetiva                    ,Psychology, libib, Self     ,9788539003839,153.42          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Help, Business, Philosophy, ,             ,                ,
   ,                                                                                        ,                            ,                            ,Science                     ,             ,                ,
34 ,Emergência                                                                              ,Steven Jonhson              ,Zahar                       ,Information Theory, libib,  ,9788571107397,003.7           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Computers                   ,             ,                ,
35 ,The Hero of Ages                                                                        ,Brandon Sanderson           ,Tor Books                   ,Epic Fantasy, Epic, Action &,9781429960304,813.6           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Adventure, libib, Science   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fiction & Fantasy, Fiction, ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
36 ,Mistborn: The Final Empire                                                              ,Brandon Sanderson           ,Tor Publishing Group        ,Literary Work, Epic, Action ,9781250318541,813.6           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,& Adventure, libib, Fiction,,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
37 ,Os sete maridos de Evelyn Hugo                                                          ,Taylor Jenkins Reid         ,Paralela                    ,libib, Adult, Contemporary, ,9788584391509,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Historical, Romance         ,             ,                ,
38 ,Paixão da ignorância: a escuta entre psicanálise e educação                             ,Christian Dunker            ,Editora Contracorrente      ,libib                       ,9786599119491,None            ,substring: unknown function
39 ,O Universo Numa Casca de Noz                                                            ,Stephen W. Hawking          ,Intrínseca                  ,General, libib, Philosophy, ,9788580578881,530.12          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science, History, Physics   ,             ,                ,
40 ,A Casa Dos Budas Ditosos                                                                ,João Ubaldo Ribeiro         ,Alfaguara                   ,Romance, libib              ,9788556520753,869.3           ,substring: unknown function
41 ,Grande Sertão: Veredas                                                                  ,João Guimarães Rosa         ,Companhia das Letras        ,Classics, Romance, libib    ,9788535931983,869             ,substring: unknown function
42 ,Ideias Para Adiar O Fim Do Mundo                                                        ,Ailton Krenak               ,Companhia das Letras        ,Philosophy, libib, Politics ,9788535933581,304.2           ,substring: unknown function
43 ,Um Defeito de Cor                                                                       ,Ana Maria Gonçalves         ,Record                      ,Literary Work, libib        ,9788501071750,None            ,substring: unknown function
44 ,Malcolm X Fala                                                                          ,Malcolm X                   ,Ubu Editora                 ,Biography, libib,           ,9786586497533,305.896         ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Politics,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,History                     ,             ,                ,
45 ,Cristianismo Puro E Simples                                                             ,C. S. Lewis                 ,Thomas Nelson Brasil        ,libib, Classics,            ,9788566997811,248.4           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Spirituality, Philosophy,   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Religion                    ,             ,                ,
46 ,Casta: As Origens de Nosso Mal-Estar                                                    ,Isabel Wilkerson            ,Zahar                       ,History, Sociology, libib,  ,9788537819142,305.5122        ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Politics                    ,             ,                ,
47 ,Vox                                                                                     ,Christina Dalcher           ,Arqueiro                    ,Psychological, Dystopian,   ,9780440000822,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction & Literature,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Contemporary Women, libib,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thrillers, Fiction          ,             ,                ,
48 ,Os Testamentos                                                                          ,Margaret Atwood             ,Rocco                       ,Feminism, General,          ,9788532531568,819.3           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Dystopian, Media Tie-In,    ,             ,                ,
   ,                                                                                        ,                            ,                            ,libib, Science Fiction,     ,             ,                ,
   ,                                                                                        ,                            ,                            ,Women, Classics, Fiction,   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Adult                       ,             ,                ,
49 ,O Conto da Aia                                                                          ,Margaret Atwood             ,Rocco                       ,Feminism, libib, Science    ,9788532520661,819.13          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Adult,   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
50 ,Mulheres que correm com os lobos: Mitos e histórias do arquétipo da mulher selvagem     ,Clarissa Pinkola Estés      ,Rocco                       ,Feminism, Self Help,        ,9788532529787,155.633         ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Psychology, libib,          ,             ,                ,
   ,                                                                                        ,                            ,                            ,Spirituality, Philosophy    ,             ,                ,
51 ,O Caminho dos Reis                                                                      ,Brandon Sanderson           ,Trama                       ,Adventure, libib, Science   ,9786589132684,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Fantasy     ,             ,                ,
52 ,Oathbringer                                                                             ,Brandon Sanderson           ,Tor Books                   ,Epic Fantasy, Epic,         ,9780765399830,813.6           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Military, Action &          ,             ,                ,
   ,                                                                                        ,                            ,                            ,Adventure, libib, Science   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fiction & Fantasy, Fiction, ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
53 ,Words of Radiance                                                                       ,Brandon Sanderson           ,Tor Books                   ,Adventure, Epic, Military,  ,9781429949620,813.6           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Action & Adventure, libib,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Science Fiction, Fiction,   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Adult, Fantasy              ,             ,                ,
54 ,Sobrevivendo no inferno                                                                 ,Racionais Mc's              ,Companhia das Letras        ,Biography, Music, libib,    ,9788535931730,782.4216490981  ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Poetry                      ,             ,                ,
55 ,Aprendendo Inteligência: Manual de Instruções do Cérebro para Alunos em Geral           ,Pierluigi Piazzi            ,Aleph                       ,Non-Fiction, libib          ,9788576570608,370.152         ,substring: unknown function
56 ,Carcereiros                                                                             ,Drauzio Varella             ,Companhia das Letras        ,Non-Fiction, libib          ,9788535921694,610.92          ,substring: unknown function
57 ,O Abolicionismo                                                                         ,Joaquim Nabuco              ,None                        ,Classics, History, libib,   ,9786556662398,981.04          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Sociology                   ,             ,                ,
58 ,"O Capital" de Marx                                                                     ,Ben Fine & Alfredo Saad     ,Editora Contracorrente      ,Philosophy, Non-Fiction,    ,9786588470268,335.412         ,substring: unknown function
   ,                                                                                        ,Filho                       ,                            ,Politics, libib             ,             ,                ,
59 ,A Cor Púrpura                                                                           ,Alice Walker                ,José Olympio                ,Feminism, Classics,         ,9788503010313,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Historical, libib           ,             ,                ,
60 ,Palestina                                                                               ,Joe Sacco                   ,Veneta                      ,War, libib, Politics,       ,9786586691405,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Comics, History             ,             ,                ,
61 ,A tormenta de espadas                                                                   ,George R. R. Martin         ,Suma                        ,Adventure, libib, Science   ,9788556510808,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Fantasy     ,             ,                ,
62 ,A Danca Dos Dragoes                                                                     ,George R. R. Martin         ,Suma                        ,Adventure, libib, Science   ,9788556510907,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Fantasy     ,             ,                ,
63 ,O Festim dos Corvos - As Cronicas de Gelo e Fogo - Livro 4                              ,George R. R. Martin         ,Suma                        ,Adult, libib, Fantasy       ,9788556510884,813             ,substring: unknown function
64 ,Fogo & Sangue                                                                           ,George R. R. Martin         ,Suma                        ,Fantasy, Adult, libib,      ,9788556510761,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction             ,             ,                ,
65 ,A guerra dos tronos                                                                     ,George R. R. Martin         ,Suma                        ,Adventure, libib, Science   ,9788556510785,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Fantasy     ,             ,                ,
66 ,A fúria dos reis                                                                        ,George R. R. Martin         ,Suma                        ,Adventure, libib, Science   ,9788556510792,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Fantasy     ,             ,                ,
67 ,Na Terra do Cervo Branco                                                                ,Chen Zhongshi               ,Estação Liberdade           ,Classics, Historical, libib ,9788574483047,895.13          ,substring: unknown function
68 ,A floresta sombria                                                                      ,Liu Cixin                   ,Suma                        ,libib, Science Fiction,     ,9788556510501,895.13          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Alien Contact,     ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
69 ,O Iluminado                                                                             ,Stephen King                ,Suma de Letras              ,Mystery, Suspense,          ,9788556510464,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Paranormal, Horror, libib,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller, Classics, Adult,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
70 ,Joyland                                                                                 ,Stephen King                ,Suma de Letras              ,Mystery, Suspense, Crime,   ,9788581052984,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Paranormal, Horror, libib,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller                    ,             ,                ,
71 ,O Aprendiz de Assassino                                                                 ,Robin Hobb                  ,Suma                        ,Adventure, libib, Science   ,9788556510846,813             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Adult, Young Adult,,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
72 ,Death Note: Black Edition, Volume 06                                                    ,Tsugumi Ohba                ,Editora JBC                 ,Mystery, Crime, Paranormal, ,9788577877669,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Horror, Manga, libib,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller, Comics, Fantasy   ,             ,                ,
73 ,Death Note: Black Edition, Volume 05                                                    ,Tsugumi Ohba                ,Editora JBC                 ,Mystery, Comics, Crime,     ,9788577877478,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Horror, Manga, libib,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller, Young Adult,      ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
74 ,Cosmos                                                                                  ,Carl Sagan                  ,Companhia das Letras        ,Literary Work, libib,       ,9780307800985,520             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Classics, Philosophy,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Science, History            ,             ,                ,
75 ,Vozes de Tchernóbil: A História Oral do Desastre Nuclear                                ,Svetlana Alexievich         ,Companhia das Letras        ,History, libib, Politics,   ,9788535927085,363.179909477622,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science                     ,             ,                ,
76 ,Modernidade líquida                                                                     ,Zygmunt Bauman              ,Zahar                       ,Sociology, Non-Fiction,     ,9786559790005,301.04          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,libib, Philosophy, Politics ,             ,                ,
77 ,A Náusea                                                                                ,Jean-Paul Sartre            ,Nova Fronteira              ,Classics, Philosophy, libib ,9786556401386,843             ,substring: unknown function
78 ,Veronika Decide Morrer                                                                  ,Paulo Coelho                ,Paralela                    ,Psychology, libib, Classics,,9788584390755,869.3           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Contemporary,   ,             ,                ,
   ,                                                                                        ,                            ,                            ,Romance                     ,             ,                ,
79 ,Discurso sobre o Colonialismo                                                           ,Aimé Césaire                ,Veneta                      ,Sociology, libib,           ,9788595710689,305             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Politics,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,History                     ,             ,                ,
80 ,O Corvo e Suas Traduções                                                                ,Ivo Barroso                 ,Leya                        ,Literary, Fiction, libib    ,9788580442571,811             ,substring: unknown function
81 ,Filosofia para todos                                                                    ,Matthew Chrisman            ,L&PM                        ,Philosophy, libib, Science  ,9788525438591,100             ,substring: unknown function
82 ,Uma breve história da filosofia                                                         ,Nigel Warburton             ,L&PM                        ,History, Philosophy, Non-   ,9788525426505,190             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, libib              ,             ,                ,
83 ,O Problema dos Três Corpos                                                              ,Liu Cixin                   ,Suma de Letras              ,Fantasy, Adult, libib,      ,9788556510204,895.13          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction             ,             ,                ,
84 ,1984                                                                                    ,George Orwell               ,Principis                   ,Fiction & Literature, libib,,9789895622689,823             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction, Science    ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fiction & Fantasy           ,             ,                ,
85 ,O Auto da Barca do Inferno e Outras Histórias                                           ,Gil Vicente                 ,Principis                   ,Classics, libib, Poetry     ,9788538092193,869             ,substring: unknown function
86 ,Heitor Villa-Lobos - Vida E Obra - 1887-1959                                            ,Eero Tarasti                ,None                        ,libib                       ,9788569220770,None            ,substring: unknown function
87 ,O conto da ilha desconhecida                                                            ,José Saramago               ,Companhia das Letras        ,Classics, Philosophy, libib,,9788571648494,869.341         ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
88 ,Assassinato Na Casa Do Pastor                                                           ,Agatha Christie             ,L&PM                        ,Mystery, Crime, libib,      ,9788580415032,823             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Thriller, Classics          ,             ,                ,
89 ,Convite para um homicídio                                                               ,Agatha Christie             ,L&PM                        ,Mystery, Crime, libib,      ,9788525433442,823             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Thriller, Classics          ,             ,                ,
90 ,Fábulas de Esopo                                                                        ,Aesop                       ,Principis                   ,Childrens, libib, Classics, ,9786555521719,028.5           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Fantasy         ,             ,                ,
91 ,Como Criar Circulos De Leitura Na Sala De Aula                                          ,Cosson                      ,Contexto                    ,Language Arts & Disciplines,,9786555411348,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Reading & Phonics, General, ,             ,                ,
   ,                                                                                        ,                            ,                            ,Language Arts, Literacy,    ,             ,                ,
   ,                                                                                        ,                            ,                            ,Education, libib, Fiction,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Teaching, Subjects          ,             ,                ,
92 ,Contos de Fadas dos Irmãos Grimm                                                        ,Jacob Grimm & Wilhelm Grimm ,Principis                   ,General, Family, Fairy Tales,9788594318909,028.5           ,substring: unknown function
   ,                                                                                        ,                            ,                            ,& Folklore, Juvenile        ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fiction, libib, Classics    ,             ,                ,
93 ,A Volta ao Mundo em 80 Dias                                                             ,Jules Verne                 ,L&PM Pocket                 ,Adventure, libib, Science   ,9788525408365,843.87          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Travel,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Historical, Fantasy         ,             ,                ,
94 ,Atentado                                                                                ,Yasmina Khadra              ,Sa Editora                  ,Contemporary, War,          ,9788588193277,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Historical, libib           ,             ,                ,
95 ,Viagem ao Centro da Terra                                                               ,Curd Ridel                  ,L&PM                        ,Adventure, libib, Comics    ,9788525432292,741.5           ,substring: unknown function
96 ,O Médico e o Monstro                                                                    ,Robert Louis Stevenson      ,Principis                   ,Mystery, Horror, libib,     ,9788594318121,828.99113       ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction, Classics,  ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
97 ,Colonialismo e luta anticolonial. Desafios da revolucao no seculo XXI                   ,Losurdo Domenico            ,Boitempo                    ,Sociology, libib, Politics  ,9786557170090,None            ,substring: unknown function
98 ,Privacidade E Poder                                                                     ,Carissa Véliz               ,Contracorrente              ,Sociology, libib, Business, ,9786588470725,342.72181       ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Philosophy, Politics,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Science                     ,             ,                ,
99 ,Introdução ao Fascismo                                                                  ,Leandro Konder              ,Expressão Popular           ,History, libib              ,9788577431182,320.533         ,substring: unknown function
100,A cor que caiu do espaço                                                                ,H. P. Lovecraft             ,Hedra                       ,Horror, libib, Science      ,9788577152438,897             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Fantasy  ,             ,                ,
101,Tormenta de Fogo                                                                        ,Brandon Sanderson           ,Aleph                       ,Young Adult, Fantasy, libib,,9788576573791,813.0876        ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Science Fiction             ,             ,                ,
102,Contos Reunidos                                                                         ,Fyodor Dostoevsky           ,Editora 34                  ,Classics, General, Fiction, ,9788573266573,891.73          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,libib                       ,             ,                ,
103,Death Note: Black Edition, Volume 03                                                    ,Tsugumi Ohba                ,Editora JBC                 ,Mystery, Comics, Crime,     ,9788577876969,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Horror, Manga, libib,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller, Young Adult,      ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
104,Os 120 Dias de Sodoma                                                                   ,Marquis de Sade             ,Penguin - Companhia das     ,Classics, Philosophy, libib,,9788582850602,843             ,substring: unknown function
   ,                                                                                        ,                            ,Letras                      ,Horror                      ,             ,                ,
105,Death Note: Black Edition, Volume 04                                                    ,Tsugumi Ohba                ,Editora JBC                 ,Mystery, Comics, Crime,     ,9788577877058,None            ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Horror, Manga, libib,       ,             ,                ,
   ,                                                                                        ,                            ,                            ,Thriller, Young Adult,      ,             ,                ,
   ,                                                                                        ,                            ,                            ,Fantasy                     ,             ,                ,
106,Memórias de um Caçador                                                                  ,Ivan Turgenev               ,Editora 34                  ,Classics, General, Fiction, ,9788573265439,891.73          ,substring: unknown function
   ,                                                                                        ,                            ,                            ,libib                       ,             ,                ,
107,A morte de Ivan Ilitch                                                                  ,Leo Tolstoy                 ,Editora 34                  ,Classics, Philosophy, libib ,9788573263596,891.73          ,substring: unknown function
108,A sociedade do anel                                                                     ,J. R. R. Tolkien            ,HarperCollins               ,Adventure, libib, Science   ,9788595084759,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Young    ,             ,                ,
   ,                                                                                        ,                            ,                            ,Adult, Fantasy              ,             ,                ,
109,As Duas Torres                                                                          ,J. R. R. Tolkien            ,HarperCollins Brasil        ,Adventure, libib, Science   ,9788595084766,820             ,substring: unknown function
   ,                                                                                        ,                            ,                            ,Fiction, Classics, Fantasy  ,             ,                ,
